id,Birth_y,Sex,LifeTime,LastLog_days_ago,LastPayment_days_ago,Sessions,Payments,Money,Level
3356,1961,male,215,26,214,15,5,"34,95",7
3357,1948,male,165,2,6,241,49,"313,51",107
3358,1985,male,350,2,270,155,4,"17,96",648
3359,1954,male,264,6,192,160,5,"27,95",23
3360,1958,male,264,4,229,233,5,"224,95",68
3361,1981,female,60,14,26,54,20,"129,82",138
3362,1960,female,154,13,82,363,17,"113,86",62
3363,1963,female,833,15,309,37,6,"22,94",10
3364,1963,male,372,15,89,203,7,"15,94",29
3365,1964,male,264,2,6,376,8,"19,96",48
3366,1960,male,155,11,150,27,1,"0,99",8
3367,1970,male,79,2,2,98,48,"699,54",256
3368,1963,female,387,3,327,196,8,"21,92",18
3369,1951,female,266,2,250,306,2,"5,98",27
3370,1956,male,263,6,170,339,1,"4,99",15
3371,1952,male,254,26,26,85,17,"166,86",88
3372,1951,male,384,21,23,11,2,"5,98",6
3373,1969,female,72,23,70,14,1,"1,99",15
3374,1961,male,399,12,149,1171,53,"3784,47",49
3375,1947,female,228,3,188,827,8,"79,91",39
3376,1980,male,546,21,545,49,2,"5,98",7
3377,1948,female,373,2,270,951,4,"30,96",28
3378,1961,male,263,2,16,1256,96,"1032,06",530
3379,1964,male,229,5,121,212,23,"138,77",36
3380,1967,female,165,11,137,332,4,"6,97",664
3381,1961,male,239,16,25,29,9,"63,92",87
3382,1943,male,251,9,40,13,2,"2,99",30
3383,1974,female,239,2,6,631,52,"300,47",78
3384,1959,female,167,28,167,6,1,"4,99",18
3385,1967,female,271,20,265,22,3,"17,97",12
3386,1946,male,262,1,1,27,17,"110,84",71
3387,1962,female,242,3,153,670,1,1,23
3388,1957,male,266,19,32,63,9,"11,93",33
3389,1917,male,240,2,60,205,12,"107,9",73
3390,1946,male,262,4,4,333,30,"154,73",88
3391,1985,male,217,6,216,17,1,"9,99",7
3392,1963,male,388,5,42,99,3,"3,98",29
3393,1973,male,376,18,357,249,1,"9,99",744
3394,1976,male,252,6,204,97,2,"2,98",17
3395,1961,female,266,2,4,529,216,"1662,86",281
3396,1963,female,263,2,136,369,3,"27,97",43
3397,1960,male,216,1,95,791,6,"20,94",50
3398,1975,male,156,11,132,113,2,"2,98",62
3399,1961,female,356,9,192,807,13,"62,87",72
3400,1952,female,261,2,210,771,4,"20,96",45
3401,1969,male,434,11,369,220,3,"24,97",12
3402,1985,male,205,9,198,28,3,"5,97",13
3403,1961,male,422,18,19,14,3,"16,98",39
3404,1948,female,263,4,167,357,1,"0,99",20
3405,1961,male,46,2,36,260,6,"24,94",59
3406,1974,male,253,2,147,255,15,"96,85",652
3407,1948,male,169,2,134,623,1,"0,99",102
3408,1943,male,399,6,88,44,5,"20,97",60
3409,1961,female,266,25,32,57,2,"7,99",16
3410,1970,female,266,2,263,1480,1,"0,99",31
3411,1951,male,251,2,172,320,1,"0,99",16
3412,1949,female,216,2,67,1494,25,"271,76",763
3413,1978,female,264,14,159,368,7,"42,94",61
3414,1955,male,263,3,101,55,1,2,23
3415,1967,male,226,2,150,12,2,"1,98",13
3416,1955,male,251,11,138,49,4,"22,96",27
3417,1995,male,9,9,9,2,1,"0,99",55
3418,1970,female,164,3,7,518,84,"927,23",196
3419,1954,male,241,8,233,104,1,"9,99",12
3420,1964,male,386,24,328,203,2,"10,98",30
3421,1973,female,362,16,293,292,20,"100,8",34
3422,1962,male,398,21,351,83,8,"700,92",22
3423,1972,male,263,2,198,358,4,"7,95",77
3424,1963,female,154,3,132,224,6,"12,95",19
3425,1946,female,202,2,16,53,4,"9,98",57
3426,1974,male,69,9,55,30,1,2,22
3427,1988,female,630,2,542,458,3,"16,97",23
3428,1950,female,239,6,188,696,11,"43,89",34
3429,1960,female,364,14,247,63,31,"1409,69",14
3430,1975,female,215,7,177,12,1,"1,98",15
3431,1955,female,202,2,191,261,1,"0,99",16
3432,1964,female,374,2,355,174,1,"4,99",16
3433,1989,female,253,6,199,389,6,"85,94",95
3434,1952,female,250,9,225,285,2,"1,98",19
3435,1970,female,267,9,58,107,6,"20,96",76
3436,1966,male,360,3,73,258,6,"59,95",78
3437,1958,female,157,16,136,24,5,"12,95",19
3438,1955,male,56,11,32,21,2,"10,98",43
3439,1964,male,460,7,221,268,1,"0,99",26
3440,1964,female,372,3,334,401,7,"31,93",19
3441,1962,female,373,2,94,970,21,"211,79",42
3442,1960,female,251,28,221,179,1,"0,99",14
3443,1939,female,226,22,60,79,17,"98,88",57
3444,1982,male,347,2,299,210,1,"0,99",22
3445,1947,male,218,2,48,236,3,8,41
3446,1984,male,215,14,214,23,1,"0,99",6
3447,1966,male,153,2,24,163,3,"10,97",41
3448,1953,male,652,2,418,290,1,"0,99",15
3449,1953,female,263,3,8,191,7,"32,93",52
3450,1961,female,68,10,55,85,3,7,47
3451,1982,male,69,2,52,125,1,"0,99",20
3452,1957,male,264,2,235,379,4,"12,95",20
3453,1943,female,194,11,94,366,1,2,43
3454,1947,male,254,24,240,6,1,"0,99",7
3455,1970,male,214,5,32,258,15,"31,88",125
3456,1976,female,263,12,201,70,4,"29,94",20
3457,1961,male,56,1,13,103,2,"34,98",52
3458,1946,male,47,2,24,212,1,"0,99",64
3459,1944,female,266,13,262,8,2,"7,98",12
3460,1970,male,387,3,337,203,1,"0,99",15
3461,1950,female,226,7,7,10,1,"0,99",11
3462,1959,male,70,20,69,21,1,"1,99",28
3463,1967,male,423,5,167,68,1,"0,99",12
3464,1963,female,242,2,11,278,18,"255,96",144
3465,1954,male,386,25,116,401,46,"312,56",62
3466,1958,male,266,2,5,227,78,"1406,33",314
3467,1961,female,214,3,22,62,24,"136,77",48
3468,1953,male,60,2,52,88,11,"140,93",131
3469,1973,,219,24,208,44,2,"1,98",10
3470,1958,male,226,10,135,106,17,"185,83",55
3471,1956,male,163,3,117,20,7,"44,93",35
3472,1972,male,67,7,61,50,2,"2,99",42
3473,1981,female,568,4,48,286,1,"0,99",20
3474,1905,male,445,3,394,55,8,"124,92",11
3475,1958,male,386,29,384,6,3,"20,97",9
3476,1965,female,215,2,99,529,37,"257,66",117
3477,1954,female,250,2,227,112,3,"10,97",19
3478,1957,female,217,1,4,796,21,"1003,81",203
3479,1964,female,206,2,89,338,6,"12,98",42
3480,1966,male,70,5,47,53,2,"3,98",29
3481,1941,female,60,3,42,143,2,"14,98",30
3482,1943,male,373,3,151,315,20,"866,81",84
3483,1958,male,422,17,194,318,11,"67,89",25
3484,1958,male,373,5,5,376,7,"39,96",57
3485,1954,female,266,9,129,554,10,"49,9",45
3486,1950,female,239,2,59,129,14,"77,91",97
3487,1971,male,420,2,209,1318,1,"4,99",48
3488,1942,male,239,7,232,13,1,"0,99",6
3489,1944,male,72,2,64,394,2,"4,98",49
3490,1962,male,263,11,26,143,3,"4,99",27
3491,1961,male,396,25,47,36,2,"3,98",27
3492,1945,female,266,2,9,995,64,"372,37",105
3493,1953,male,263,11,254,75,4,"39,96",10
3494,1976,female,254,2,224,97,6,"13,94",12
3495,1940,female,215,4,155,61,8,"38,9",16
3496,1984,male,347,4,333,776,5,"6,95",32
3497,1949,female,71,2,3,446,86,"2391,42",339
3498,1948,female,47,12,12,16,8,"52,93",63
3499,1954,male,264,4,95,45,3,"16,98",65
3500,1972,female,68,2,57,135,3,"6,98",48
3501,1991,female,228,2,198,214,3,"2,97",21
3502,1949,male,348,15,15,37,8,"75,92",97
3503,1954,female,216,2,65,340,6,"35,94",47
3504,1968,male,60,1,51,12,1,"1,99",27
3505,1967,male,23,2,2,83,4,"15,97",57
3506,1977,male,273,18,221,27,4,"25,96",7
3507,1967,female,220,30,69,179,7,"15,94",28
3508,1970,male,267,10,95,149,13,"103,87",66
3509,1960,male,265,2,78,125,14,"307,87",187
3510,1980,male,45,28,44,32,2,"11,98",55
3511,1956,male,845,22,32,76,4,"10,96",46
3512,1957,male,266,9,17,49,10,"202,9",96
3513,1967,female,253,22,88,217,4,"28,98",46
3514,1953,male,459,2,384,1168,3,"2,97",147
3515,1962,female,263,6,145,565,15,"17,86",24
3516,1972,male,230,6,29,104,13,"28,9",53
3517,1940,female,216,2,19,478,5,"20,95",39
3518,1952,male,423,1,126,2548,4,"184,96",775
3519,1975,male,56,5,10,38,4,"20,96",69
3520,1984,male,433,13,417,63,1,"0,99",13
3521,1960,male,254,12,245,18,1,"0,99",5
3522,1947,male,239,2,38,665,2,"21,99",86
3523,1981,male,154,20,152,6,2,2,17
3524,1971,male,216,9,11,469,61,"609,49",314
3525,1970,male,253,16,148,594,13,"140,87",95
3526,1945,male,167,16,160,55,1,"9,99",9
3527,1955,male,348,16,269,182,22,"169,77",20
3528,1975,male,254,3,233,715,10,"105,89",494
3529,1952,male,24,2,8,72,3,"6,99",22
3530,1936,female,229,2,17,530,33,"449,7",135
3531,1985,male,218,24,212,10,1,"0,99",10
3532,1974,male,384,8,266,109,4,"20,96",7
3533,1951,female,266,15,67,68,4,"16,96",27
3534,1967,female,252,2,8,450,26,"228,81",165
3535,1946,female,71,2,18,120,9,"32,92",50
3536,1943,female,834,2,11,923,139,"694,61",70
3537,1977,male,263,17,261,71,2,"2,98",15
3538,1960,male,253,2,2,616,12,"88,93",95
3539,1961,female,251,26,223,179,2,"13,98",7
3540,1953,female,573,4,448,1409,1,"0,99",29
3541,1967,female,266,16,260,151,2,"2,98",12
3542,1953,male,251,2,37,996,25,"168,76",103
3543,1962,female,35,28,32,14,1,2,17
3544,1970,female,252,2,243,992,1,"0,99",20
3545,1951,female,238,9,218,304,19,"107,81",22
3546,1957,male,70,2,69,26,2,"198,99",165
3547,1956,male,400,29,399,304,1,"1,99",24
3548,1990,female,266,2,189,363,3,"8,97",37
3549,1966,male,264,6,6,12,5,"19,96",8
3550,1955,female,167,15,75,106,3,"4,98",24
3551,1963,female,58,20,48,4,1,"9,99",31
3552,1944,male,421,26,221,132,1,"0,99",27
3553,1955,male,242,2,6,681,22,"145,85",80
3554,1964,female,400,2,60,447,2,"3,98",52
3555,1953,male,386,27,92,86,3,"37,97",44
3556,1960,male,215,7,210,33,2,"10,98",33
3557,1975,male,262,20,191,310,2,"1,98",22
3558,1964,male,179,8,52,221,9,"39,93",84
3559,1905,male,397,2,71,595,19,"165,87",81
3560,1995,female,46,2,9,45,7,"48,93",54
3561,1961,male,173,29,151,115,10,"63,9",11
3562,1943,female,215,9,22,393,31,"399,75",151
3563,1971,male,241,5,22,92,9,"69,92",102
3564,1957,male,263,4,27,82,13,"722,91",271
3565,1969,male,20,2,12,32,4,"12,97",58
3566,1962,female,227,18,219,29,10,"65,9",8
3567,1947,male,809,25,771,204,6,28,17
3568,1951,female,266,2,26,933,9,"75,95",72
3569,1966,female,251,22,214,12,5,"21,95",25
3570,1956,female,205,22,196,53,1,"4,99",16
3571,1964,male,434,2,24,1076,4,"4,97",60
3572,1950,male,384,1,9,585,11,"24,91",66
3573,1953,female,266,3,28,713,48,"254,53",75
3574,1951,female,236,2,9,266,10,"66,93",54
3575,1976,male,265,2,253,108,1,"0,99",15
3576,1951,female,387,22,48,32,3,"16,97",35
3577,1972,male,254,9,155,155,4,"3,96",7
3578,1956,male,217,3,3,18,18,"202,83",120
3579,1955,male,167,26,95,92,59,"156,46",62
3580,1970,male,36,2,8,200,6,"17,97",74
3581,1990,male,36,3,24,73,1,2,29
3582,1966,male,241,2,5,28,3,"16,98",36
3583,1957,male,250,29,145,749,10,"282,91",24
3584,1963,male,46,2,44,36,1,"0,99",20
3585,1964,male,374,9,33,1329,5,"8,97",100
3586,1988,male,629,6,40,96,1,"1,99",24
3587,1948,male,603,23,585,268,3,"8,97",23
3588,1987,male,253,28,86,61,4,"10,95",44
3589,1955,female,161,18,111,75,3,"5,98",18
3590,1960,female,375,2,8,888,63,"528,37",94
3591,1941,female,226,21,223,12,1,"0,99",3
3592,1969,male,423,4,419,30,3,"12,97",10
3593,1959,female,238,12,166,109,3,"4,97",17
3594,1940,male,35,3,29,21,2,4,29
3595,1940,male,397,2,11,2055,4,"22,98",56
3596,1961,male,251,30,30,102,29,"152,7",46
3597,1986,female,11,2,4,50,9,"121,93",113
3598,1971,male,423,2,416,68,1,"0,99",17
3599,1978,male,422,2,420,555,1,"1,99",30
3600,1950,female,266,18,151,73,14,"91,86",11
3601,1955,male,254,6,14,228,6,"22,95",40
3602,1962,female,215,5,155,142,14,"47,85",28
3603,1969,male,542,2,249,697,1,"0,99",57
3604,1967,male,398,6,66,102,2,"15,97",37
3605,1963,female,252,11,250,7,1,"0,99",11
3606,1969,female,71,3,69,134,2,4,42
3607,1950,male,375,2,19,1017,13,"132,88",101
3608,1974,female,69,2,55,117,1,"0,99",26
3609,1976,male,7,5,7,4,1,"24,99",85
3610,1987,female,557,1,1,77,6,"0,99",129
3611,1970,male,266,3,4,75,18,"94,88",121
3612,1948,male,71,2,19,27,2,"2,99",29
3613,1949,male,387,1,373,401,3,"16,97",29
3614,1958,female,216,2,4,244,4,"36,96",81
3615,1981,male,432,20,432,6,1,"0,99",12
3616,1979,male,226,20,22,66,4,"21,97",32
3617,1949,female,70,2,9,133,9,"76,95",90
3618,1938,female,447,25,186,48,5,"21,95",9
3619,1944,female,254,2,205,423,5,"13,95",38
3620,1964,female,242,20,153,6,3,"8,97",7
3621,1962,male,240,2,87,275,4,"14,97",56
3622,1950,male,422,2,154,1752,38,"443,61",567
3623,1965,male,217,2,88,96,2,"1,98",26
3624,1952,male,447,9,373,298,1,"0,99",17
3625,1987,male,424,17,83,257,8,"12,97",44
3626,1969,female,263,6,235,197,6,"27,94",29
3627,1963,male,71,20,67,12,1,"9,99",34
3628,1966,female,267,8,8,323,27,"147,75",88
3629,1944,female,216,3,90,225,8,"40,92",58
3630,1962,male,215,8,47,838,180,"2805,37",239
3631,1965,female,266,6,104,103,3,"4,99",17
3632,1949,female,218,16,170,83,1,"0,99",14
3633,1959,female,60,2,39,16,1,2,21
3634,1954,female,205,5,66,271,15,"45,85",48
3635,1953,female,157,11,118,157,8,"44,92",64
3636,1965,female,251,6,6,37,5,"8,95",13
3637,1962,male,239,6,10,114,41,"395,62",117
3638,1950,female,230,3,137,403,5,"6,94",24
3639,1983,male,388,2,36,315,37,"176,63",71
3640,1974,female,385,1,6,324,43,"2810,69",519
3641,1947,male,349,2,77,238,3,"5,98",33
3642,1960,female,60,10,57,13,3,"6,98",42
3643,1946,male,34,18,20,12,3,"10,97",26
3644,1944,male,165,4,122,93,6,"49,94",36
3645,1954,female,264,2,6,369,11,"22,96",54
3646,1965,male,214,3,145,127,1,1,21
3647,1946,male,48,6,44,10,1,"0,99",26
3648,1960,female,259,2,245,465,1,"4,99",20
3649,1991,male,387,21,105,98,2,"22,98",52
3650,1964,male,386,30,316,129,4,"30,96",17
3651,1974,male,242,5,96,701,29,"83,71",734
3652,1957,female,241,5,218,261,2,"5,98",15
3653,1952,female,226,25,61,175,27,"348,73",53
3654,1961,female,71,7,50,192,3,7,33
3655,1960,male,347,14,39,4,1,"4,99",17
3656,1936,female,240,14,224,15,3,"16,97",25
3657,1962,female,362,2,12,599,5,"51,99",66
3658,1940,female,44,2,5,75,3,"5,98",43
3659,1967,male,253,2,23,348,16,"152,89",139
3660,1971,female,227,11,223,9,1,"0,99",7
3661,1967,male,218,2,2,37,4,"20,97",52
3662,1954,female,215,2,22,301,14,"66,88",99
3663,1966,female,57,2,34,289,9,"38,91",66
3664,1968,male,435,18,345,139,73,"1365,27",18
3665,1945,female,70,2,10,152,8,"82,92",75
3666,1953,female,46,3,19,108,5,"13,99",57
3667,1943,female,826,2,151,228,2,"1,98",16
3668,1983,male,629,4,503,1104,1,"0,99",32
3669,1969,female,252,20,35,122,21,"173,81",71
3670,1974,male,250,22,27,9,3,"86,98",103
3671,1949,female,167,18,21,59,5,"19,95",48
3672,1959,female,7,2,7,38,1,"0,99",19
3673,1953,female,214,2,26,234,3,"5,98",41
3674,1972,male,350,16,348,93,2,"6,98",18
3675,1938,male,10,2,2,9,4,"11,98",50
3676,1970,female,265,2,260,187,1,"0,99",14
3677,1944,male,266,21,128,17,2,"10,98",29
3678,1974,male,400,1,247,330,1,"0,99",18
3679,1954,female,251,2,103,328,3,"6,98",43
3680,1966,female,46,3,28,40,3,"6,99",36
3681,1953,female,263,10,110,45,2,"1,98",20
3682,1971,male,266,6,20,101,7,"35,94",69
3683,1956,male,252,10,246,34,1,"0,99",17
3684,1972,male,227,2,5,227,14,"91,88",88
3685,1959,female,227,18,187,145,1,"0,99",16
3686,1968,male,263,2,82,206,14,"19,86",24
3687,1976,male,240,6,27,21,1,"0,99",13
3688,1979,,372,2,14,532,2,"2,99",46
3689,1967,female,252,2,223,156,1,"0,99",9
3690,1956,female,384,2,99,594,6,"31,95",60
3691,1971,male,266,12,22,28,13,"20,89",50
3692,1953,female,226,12,219,7,1,"0,99",2
3693,1974,female,226,2,49,429,1,"0,99",28
3694,1958,female,254,3,107,50,1,"0,99",26
3695,1953,female,58,30,39,177,11,"39,93",72
3696,1946,male,399,5,399,7,1,"4,99",2
3697,1957,female,68,2,30,44,1,"0,99",22
3698,1941,male,250,2,27,693,22,"394,86",178
3699,1949,male,615,9,369,21,2,"1,98",7
3700,1947,male,432,2,54,306,5,"33,97",51
3701,1952,male,239,13,13,15,5,"7,95",19
3702,1967,male,364,4,21,387,22,"135,79",52
3703,1932,male,227,7,145,35,1,"0,99",6
3704,1966,male,191,2,71,388,3,"7,99",67
3705,1975,male,156,2,127,174,4,"11,96",31
3706,1970,female,254,11,253,198,1,"4,99",21
3707,1971,male,239,19,106,540,32,"125,69",53
3708,1941,female,448,2,33,568,6,"11,98",42
3709,1970,male,266,2,5,61,8,"47,96",70
3710,1939,female,387,2,329,340,2,"6,98",32
3711,1963,male,266,2,181,138,7,"6,93",12
3712,1971,female,411,26,323,303,22,"295,78",23
3713,1963,female,263,10,136,125,1,"0,99",7
3714,1952,female,239,2,20,442,13,"40,89",61
3715,1957,male,215,11,212,128,1,"4,99",30
3716,1942,female,230,8,216,179,1,"0,99",25
3717,1961,female,206,2,203,293,1,"0,99",24
3718,1973,female,266,28,82,42,11,"36,9",58
3719,1973,female,263,4,197,199,4,"21,96",21
3720,1954,male,216,4,193,58,2,"9,98",9
3721,1961,male,153,2,94,472,4,"8,99",41
3722,1945,male,811,2,9,3666,67,"876,37",260
3723,1957,male,422,2,132,1005,3,"5,98",54
3724,1951,male,397,26,43,12,3,"14,98",35
3725,1966,male,267,14,264,10,1,"0,99",6
3726,1949,male,263,2,38,181,26,"209,76",102
3727,1952,male,349,4,85,33,1,"4,99",25
3728,1965,female,264,6,139,486,3,"4,99",48
3729,1947,female,216,2,104,311,6,"11,96",38
3730,1962,female,56,2,15,107,4,"6,99",41
3731,1973,male,236,2,121,604,2,"3,98",43
3732,1962,female,252,3,104,202,7,"16,94",35
3733,1987,female,24,2,24,2,1,"0,99",18
3734,1966,male,9,8,9,4,1,"4,99",27
3735,1945,male,374,2,116,635,9,"45,91",46
3736,1958,female,267,2,237,463,3,"2,97",25
3737,1968,male,254,2,211,566,1,"9,99",22
3738,1968,male,254,2,21,63,3,"6,99",55
3739,1957,female,157,2,13,742,22,"252,81",201
3740,1961,female,71,6,29,36,3,"5,98",45
3741,1958,female,59,2,41,62,2,"10,98",26
3742,1962,male,265,3,208,1440,13,"74,87",791
3743,1954,male,214,2,48,504,4,"24,96",40
3744,1948,male,264,13,164,59,10,"87,9",15
3745,1986,male,373,2,102,306,7,"50,94",38
3746,1959,male,458,24,296,16,1,"1,99",6
3747,1960,female,56,3,9,80,2,"4,99",35
3748,1966,male,384,2,158,52,1,"0,99",6
3749,1969,male,253,3,131,319,8,"61,93",57
3750,1947,female,266,2,78,475,25,"850,74",79
3751,1946,female,253,2,208,1002,9,"42,91",39
3752,1955,female,215,2,178,36,1,"4,99",20
3753,1950,female,265,9,255,15,1,"0,99",7
3754,1974,male,193,3,4,92,2,"2,99",34
3755,1959,male,546,30,302,175,4,"17,96",17
3756,1970,male,386,22,344,31,1,"0,99",11
3757,1951,male,361,3,54,58,5,"18,97",59
3758,1965,female,265,16,264,15,2,"5,98",6
3759,1966,male,408,3,408,6,1,"0,99",1
3760,1962,female,161,3,114,183,10,"96,91",77
3761,1949,female,388,14,153,1164,1,1,40
3762,1949,female,227,28,136,1135,20,"91,8",36
3763,1947,female,168,11,153,131,5,"32,97",40
3764,1945,male,217,8,178,183,1,"0,99",28
3765,1966,female,557,2,197,1911,1,"4,99",37
3766,1948,female,579,9,164,342,1,"0,99",37
3767,1961,male,386,2,145,836,1,1,17
3768,1971,male,253,4,190,201,1,"4,99",33
3769,1961,male,242,11,41,291,3,"15,97",35
3770,1955,male,228,3,225,253,1,"4,99",19
3771,1942,male,424,10,375,1247,2,"6,98",572
3772,1974,female,374,14,134,22,1,"0,99",36
3773,1959,male,226,4,220,230,1,"0,99",16
3774,1905,male,851,2,851,475,1,1,37
3775,1905,male,251,4,137,144,21,"92,8",23
3776,1970,female,239,11,137,96,1,2,20
3777,1963,male,218,7,190,114,6,"14,93",11
3778,1971,male,227,2,5,802,40,"403,68",166
3779,1941,female,201,5,5,285,18,"82,85",47
3780,1970,male,422,26,393,33,17,"385,83",17
3781,1957,female,387,21,90,84,14,"211,9",66
3782,1957,male,265,9,18,338,3,"4,99",56
3783,1971,male,457,15,426,523,1,"0,99",36
3784,1979,female,387,5,358,50,1,"0,99",15
3785,1967,male,270,2,13,329,21,"155,8",79
3786,1970,male,267,2,240,38,5,"5,94",25
3787,1968,male,396,2,107,120,4,"19,96",26
3788,1976,female,554,4,7,898,22,"163,78",70
3789,1966,female,242,4,140,668,18,"469,82",74
3790,1951,male,216,2,74,504,10,"23,92",54
3791,1954,female,70,3,53,131,2,"4,99",26
3792,1948,female,422,2,267,714,14,"399,86",44
3793,1959,male,386,16,47,77,4,"9,97",27
3794,1959,male,434,2,257,1005,3,"5,97",44
3795,1959,female,71,12,69,160,3,"13,97",61
3796,1970,female,263,3,59,120,16,"33,84",52
3797,1961,female,241,27,188,74,8,"79,92",16
3798,1953,male,267,2,208,604,2,"99,98",30
3799,1948,male,228,11,167,324,2,"14,98",18
3800,1986,female,156,2,3,481,11,"100,92",150
3801,1955,male,373,23,220,392,6,"10,94",27
3802,1965,female,264,1,247,822,1,"0,99",27
3803,1945,male,213,30,208,189,4,"19,96",52
3804,1958,male,60,2,3,56,8,"27,95",94
3805,1964,male,424,17,185,708,3,"44,97",128
3806,1949,male,215,3,12,116,13,"87,94",94
3807,1961,male,263,8,13,200,31,"201,72",79
3808,1957,male,351,4,176,198,4,"84,96",21
3809,1954,male,254,5,97,298,8,"47,95",73
3810,1982,female,44,17,35,38,1,2,29
3811,1955,male,360,7,7,6,3,"10,97",19
3812,1967,male,252,3,4,53,4,"17,97",36
3813,1962,male,240,2,3,553,135,"3237,68",145
3814,1972,male,60,4,25,23,2,"2,99",45
3815,1950,female,374,3,353,113,3,"7,97",12
3816,1963,female,72,12,51,48,3,"12,99",41
3817,1956,male,422,18,407,8,2,"1,98",7
3818,1966,male,348,1,112,8069,7,"113,93",890
3819,1972,female,374,19,153,204,13,"166,88",12
3820,1963,female,46,22,28,13,5,"28,95",56
3821,1965,male,264,6,229,24,4,"3,96",6
3822,1948,male,229,2,113,713,30,"252,7",57
3823,1989,female,849,3,161,448,1,"0,99",35
3824,1945,male,436,2,224,253,4,"20,96",34
3825,1952,female,263,9,242,16,1,"0,99",11
3826,1954,male,397,2,152,775,21,"48,8",44
3827,1937,female,385,2,108,535,7,"14,93",49
3828,1982,male,374,13,254,242,5,"4,95",30
3829,1959,female,167,23,59,289,10,"58,92",108
3830,1994,male,373,26,371,9,1,"1,99",18
3831,1959,male,360,13,79,279,13,"78,87",48
3832,1950,female,266,23,260,102,2,"1,98",31
3833,1988,female,387,13,362,36,1,"0,99",14
3834,1965,male,31,5,23,13,1,"0,99",26
3835,1961,male,374,2,30,84,7,"18,94",52
3836,1966,female,823,7,260,614,1,"0,99",30
3837,1984,male,642,30,30,53,7,"31,93",18
3838,1986,male,374,10,369,342,4,"3,96",23
3839,1960,male,435,3,319,588,1,"0,99",18
3840,1974,male,385,2,319,585,3,"21,97",24
3841,1945,male,372,19,372,27,1,"0,99",8
3842,1957,male,375,3,28,252,3,"16,97",37
3843,1997,male,9,3,4,19,1,"1,99",34
3844,1953,male,371,2,350,385,1,"0,99",38
3845,1945,male,364,25,25,642,1,"0,99",44
3846,1956,male,845,2,490,278,2,"1,98",24
3847,1938,male,397,3,355,55,4,"44,96",17
3848,1953,female,238,3,11,321,10,"25,93",41
3849,1949,female,228,15,228,12,1,"9,99",1
3850,1968,male,72,16,40,45,2,"4,99",34
3851,1951,male,557,21,526,196,4,"16,96",20
3852,1960,male,254,2,56,651,13,"129,9",130
3853,1938,female,227,1,95,1215,16,"72,85",36
3854,1949,male,267,5,132,206,4,"3,97",20
3855,1950,male,227,2,195,406,3,"20,97",39
3856,1965,male,169,2,124,583,4,"31,96",682
3857,1964,female,168,5,166,3,1,"4,99",4
3858,1984,male,36,21,23,7,2,"9,98",29
3859,1969,female,193,11,84,375,12,"16,91",52
3860,1963,male,156,6,145,33,2,"2,98",26
3861,1964,female,242,1,96,314,35,"414,69",280
3862,1957,male,773,3,766,351,1,1,19
3863,1958,male,46,2,2,171,29,"417,78",178
3864,1953,male,22,2,10,63,1,"4,99",21
3865,1970,female,240,7,142,62,4,"15,97",22
3866,1970,female,265,4,5,149,7,"49,96",20
3867,1946,female,252,23,86,202,20,"107,8",69
3868,1954,male,651,22,22,91,10,"110,94",114
3869,1948,female,240,3,3,66,15,"67,86",62
3870,1986,male,229,7,215,9,2,"10,98",6
3871,1957,male,71,2,20,207,3,"19,98",268
3872,1961,male,424,28,111,669,9,"49,92",143
3873,1968,female,72,2,8,87,4,"9,99",14
3874,1956,female,205,30,69,524,8,"14,95",101
3875,1949,female,167,2,2,116,5,"15,96",26
3876,1966,male,70,2,42,187,5,"17,97",46
3877,1962,male,48,11,15,49,13,"59,88",79
3878,1967,female,58,2,29,137,2,"3,98",25
3879,1956,female,251,2,247,324,1,"9,99",20
3880,1986,male,19,2,19,22,1,"0,99",20
3881,1959,female,424,5,416,63,1,"0,99",24
3882,1959,male,229,2,39,1028,2,"6,99",52
3883,1954,male,834,2,8,1127,87,"4236,2",302
3884,1965,male,204,16,61,61,7,"12,94",34
3885,1961,female,71,2,14,97,9,"42,94",57
3886,1958,female,264,2,254,1041,2,"1,98",43
3887,1952,male,253,2,237,262,2,"1,98",6
3888,1971,male,167,20,65,142,25,"184,8",130
3889,1970,,47,19,29,41,2,"2,99",46
3890,1962,male,266,3,24,228,14,"127,9",130
3891,1963,female,265,24,261,26,2,"1,98",15
3892,1995,male,229,2,3,399,6,"26,96",53
3893,1974,female,45,14,20,7,3,"5,99",34
3894,1962,female,264,3,159,375,1,1,31
3895,1946,male,263,4,4,116,9,"55,91",43
3896,1957,male,262,7,27,179,6,"58,96",43
3897,1943,male,250,11,194,669,5,"35,95",53
3898,1961,male,396,20,72,338,4,"14,96",47
3899,1954,male,372,2,263,742,2,"1,98",35
3900,1970,female,169,2,8,266,23,"197,84",124
3901,1965,female,46,12,23,36,18,"143,83",115
3902,1958,female,263,16,250,107,1,"0,99",17
3903,1953,male,248,2,63,53,8,"56,92",56
3904,1905,female,236,3,232,169,2,"19,98",19
3905,1961,male,397,1,2,673,31,"145,73",79
3906,1959,female,46,2,25,70,3,6,42
3907,1967,male,264,15,15,337,26,"145,74",75
3908,1959,male,822,11,19,109,5,"38,96",25
3909,1965,male,72,7,70,20,3,"6,97",46
3910,1941,male,239,2,81,475,2,"3,98",23
3911,1993,male,205,21,198,12,1,"0,99",6
3912,1946,male,24,7,15,16,1,"2,99",20
3913,1956,male,239,1,212,1069,1,"0,99",26
3914,1949,male,202,29,29,123,29,"483,78",53
